SampleID	Time_point	Tissue_type	State	Field	Sampling_date	ID	NewSampleID	OldID	Site	Main_plot	Sub_plot_A	Sub_plot_B	CA_Row	Location	Block	Bed	row	Year
R-T0-MCH2	T0	Roots	California	CA_Field_1	6/1/21	MCH2	R-T0-MCH2	MCH2	CA1	mulch	control	humic	2					2021
R-T0-MCH3	T0	Roots	California	CA_Field_1	6/1/21	MCH3	R-T0-MCH3	MCH3	CA1	mulch	control	humic	3					2021
R-T0-MCH4	T0	Roots	California	CA_Field_1	6/1/21	MCH4	R-T0-MCH4	MCH4	CA1	mulch	control	humic	4					2021
R-T0-MGC1	T0	Roots	California	CA_Field_1	6/1/21	MGC1	R-T0-MGC1	MGC1	CA1	mulch	Glyphosate	control	1					2021
R-T0-MGC2	T0	Roots	California	CA_Field_1	6/1/21	MGC2	R-T0-MGC2	MGC2	CA1	mulch	Glyphosate	control	2					2021
R-T0-MGC3	T0	Roots	California	CA_Field_1	6/1/21	MGC3	R-T0-MGC3	MGC3	CA1	mulch	Glyphosate	control	3					2021
R-T0-MGC4	T0	Roots	California	CA_Field_1	6/1/21	MGC4	R-T0-MGC4	MGC4	CA1	mulch	Glyphosate	control	4					2021
R-T0-MGH1	T0	Roots	California	CA_Field_1	6/1/21	MGH1	R-T0-MGH1	MGH1	CA1	mulch	Glyphosate	humic	1					2021
R-T0-MGH2	T0	Roots	California	CA_Field_1	6/1/21	MGH2	R-T0-MGH2	MGH2	CA1	mulch	Glyphosate	humic	2					2021
R-T0-MGH3	T0	Roots	California	CA_Field_1	6/1/21	MGH3	R-T0-MGH3	MGH3	CA1	mulch	Glyphosate	humic	3					2021
R-T0-MGH4	T0	Roots	California	CA_Field_1	6/1/21	MGH4	R-T0-MGH4	MGH4	CA1	mulch	Glyphosate	humic	4					2021
Soil1-1-T0	T0	Bulk_soil	California	CA_Field_1		CCC1_r1	S-T0-CCC1_r1		CA1	control	control	control						2021
Soil1-2-T0	T0	Bulk_soil	California	CA_Field_1		CCC1_r2	S-T0-CCC1_r2		CA1	control	control	control						2021
Soil2-1-T0	T0	Bulk_soil	California	CA_Field_1		CCC2_r1	S-T0-CCC2_r1		CA1	control	control	control						2021
Soil2-2-T0	T0	Bulk_soil	California	CA_Field_1		CCC2_r2	S-T0-CCC2_r2		CA1	control	control	control						2021
Soil3-1-T0	T0	Bulk_soil	California	CA_Field_1		CCC3_r1	S-T0-CCC3_r1		CA1	control	control	control						2021
Soil3-2-T0	T0	Bulk_soil	California	CA_Field_1		CCC3_r2	S-T0-CCC3_r2		CA1	control	control	control						2021
Soil4-1-T0	T0	Bulk_soil	California	CA_Field_1		CCC4_r1	S-T0-CCC4_r1		CA1	control	control	control						2021
Soil4-2-T0	T0	Bulk_soil	California	CA_Field_1		CCC4_r2	S-T0-CCC4_r2		CA1	control	control	control						2021
Soil5-1-T0	T0	Bulk_soil	California	CA_Field_1		CCC5_r1	S-T0-CCC5_r1		CA1	control	control	control						2021
Soil5-2-T0	T0	Bulk_soil	California	CA_Field_1		CCC5_r2	S-T0-CCC5_r2		CA1	control	control	control						2021
D011-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-011	S-T0-D011		Duda	compost	None				1	1		2021
D011-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-011	Z-T0-D011		Duda	compost	None				1	1		2021
D012-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-012	S-T0-D012		Duda	compost	Flumioxazin				1	1		2021
D012-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-012	Z-T0-D012		Duda	compost	Flumioxazin				1	1		2021
D013-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-013	S-T0-D013		Duda	compost	Glufosinate-ammonium				1	1		2021
D013-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-013	Z-T0-D013		Duda	compost	Glufosinate-ammonium				1	1		2021
D014-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-014	S-T0-D014		Duda	compost	Glyphosate				1	1		2021
D014-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-014	Z-T0-D014		Duda	compost	Glyphosate				1	1		2021
D021-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-021	S-T0-D021		Duda	control	None				1	2		2021
D021-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-021	Z-T0-D021		Duda	control	None				1	2		2021
D022-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-022	S-T0-D022		Duda	control	Flumioxazin				1	2		2021
D022-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-022	Z-T0-D022		Duda	control	Flumioxazin				1	2		2021
D023-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-023	S-T0-D023		Duda	control	Glufosinate-ammonium				1	2		2021
D023-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-023	Z-T0-D023		Duda	control	Glufosinate-ammonium				1	2		2021
D024-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-024	S-T0-D024		Duda	control	Glyphosate				1	2		2021
D024-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-024	Z-T0-D024		Duda	control	Glyphosate				1	2		2021
D031-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-031	S-T0-D031		Duda	humic	None				1	3		2021
D031-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-031	Z-T0-D031		Duda	humic	None				1	3		2021
D032-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-032	S-T0-D032		Duda	humic	Flumioxazin				1	3		2021
D032-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-032	Z-T0-D032		Duda	humic	Flumioxazin				1	3		2021
D033-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-033	S-T0-D033		Duda	humic	Glufosinate-ammonium				1	3		2021
D033-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-033	Z-T0-D033		Duda	humic	Glufosinate-ammonium				1	3		2021
D034-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-034	S-T0-D034		Duda	humic	Glyphosate				1	3		2021
D034-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-034	Z-T0-D034		Duda	humic	Glyphosate				1	3		2021
D041-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-041	S-T0-D041		Duda	control	Flumioxazin				2	4		2021
D041-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-041	Z-T0-D041		Duda	control	Flumioxazin				2	4		2021
D042-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-042	S-T0-D042		Duda	control	Glyphosate				2	4		2021
D042-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-042	Z-T0-D042		Duda	control	Glyphosate				2	4		2021
D043-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-043	S-T0-D043		Duda	control	None				2	4		2021
D043-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-043	Z-T0-D043		Duda	control	None				2	4		2021
D044-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-044	S-T0-D044		Duda	control	Glufosinate-ammonium				2	4		2021
D044-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-044	Z-T0-D044		Duda	control	Glufosinate-ammonium				2	4		2021
D051-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-051	S-T0-D051		Duda	compost	Flumioxazin				2	5		2021
D051-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-051	Z-T0-D051		Duda	compost	Flumioxazin				2	5		2021
D052-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-052	S-T0-D052		Duda	compost	Glyphosate				2	5		2021
D052-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-052	Z-T0-D052		Duda	compost	Glyphosate				2	5		2021
D053-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-053	S-T0-D053		Duda	compost	None				2	5		2021
D053-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-053	Z-T0-D053		Duda	compost	None				2	5		2021
D054-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-054	S-T0-D054		Duda	compost	Glufosinate-ammonium				2	5		2021
D054-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-054	Z-T0-D054		Duda	compost	Glufosinate-ammonium				2	5		2021
D061-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-061	S-T0-D061		Duda	humic	Flumioxazin				2	6		2021
D061-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-061	Z-T0-D061		Duda	humic	Flumioxazin				2	6		2021
D062-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-062	S-T0-D062		Duda	humic	Glyphosate				2	6		2021
D062-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-062	Z-T0-D062		Duda	humic	Glyphosate				2	6		2021
D063-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-063	S-T0-D063		Duda	humic	None				2	6		2021
D063-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-063	Z-T0-D063		Duda	humic	None				2	6		2021
D064-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-064	S-T0-D064		Duda	humic	Glufosinate-ammonium				2	6		2021
D064-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-064	Z-T0-D064		Duda	humic	Glufosinate-ammonium				2	6		2021
D071-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-071	S-T0-D071		Duda	compost	Glufosinate-ammonium				3	7		2021
D071-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-071	Z-T0-D071		Duda	compost	Glufosinate-ammonium				3	7		2021
D072-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-072	S-T0-D072		Duda	compost	None				3	7		2021
D072-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-072	Z-T0-D072		Duda	compost	None				3	7		2021
D073-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-073	S-T0-D073		Duda	compost	Glyphosate				3	7		2021
D073-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-073	Z-T0-D073		Duda	compost	Glyphosate				3	7		2021
D074-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-074	S-T0-D074		Duda	compost	Flumioxazin				3	7		2021
D074-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-074	Z-T0-D074		Duda	compost	Flumioxazin				3	7		2021
D081-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-081	S-T0-D081		Duda	humic	Glufosinate-ammonium				3	8		2021
D081-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-081	Z-T0-D081		Duda	humic	Glufosinate-ammonium				3	8		2021
D082-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-082	S-T0-D082		Duda	humic	None				3	8		2021
D082-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-082	Z-T0-D082		Duda	humic	None				3	8		2021
D083-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-083	S-T0-D083		Duda	humic	Glyphosate				3	8		2021
D083-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-083	Z-T0-D083		Duda	humic	Glyphosate				3	8		2021
D084-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-084	S-T0-D084		Duda	humic	Flumioxazin				3	8		2021
D084-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-084	Z-T0-D084		Duda	humic	Flumioxazin				3	8		2021
D091-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-091	S-T0-D091		Duda	control	Glufosinate-ammonium				3	9		2021
D091-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-091	Z-T0-D091		Duda	control	Glufosinate-ammonium				3	9		2021
D092-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-092	S-T0-D092		Duda	control	None				3	9		2021
D092-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-092	Z-T0-D092		Duda	control	None				3	9		2021
D093-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-093	S-T0-D093		Duda	control	Glyphosate				3	9		2021
D093-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-093	Z-T0-D093		Duda	control	Glyphosate				3	9		2021
D094-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-094	S-T0-D094		Duda	control	Flumioxazin				3	9		2021
D094-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-094	Z-T0-D094		Duda	control	Flumioxazin				3	9		2021
D101-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-101	S-T0-D101		Duda	humic	None				4	10		2021
D101-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-101	Z-T0-D101		Duda	humic	None				4	10		2021
D102-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-102	S-T0-D102		Duda	humic	Glufosinate-ammonium				4	10		2021
D102-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-102	Z-T0-D102		Duda	humic	Glufosinate-ammonium				4	10		2021
D103-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-103	S-T0-D103		Duda	humic	Flumioxazin				4	10		2021
D103-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-103	Z-T0-D103		Duda	humic	Flumioxazin				4	10		2021
D104-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-104	S-T0-D104		Duda	humic	Glyphosate				4	10		2021
D104-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-104	Z-T0-D104		Duda	humic	Glyphosate				4	10		2021
D111-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-111	S-T0-D111		Duda	compost	None				4	11		2021
D111-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-111	Z-T0-D111		Duda	compost	None				4	11		2021
D112-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-112	S-T0-D112		Duda	compost	Glufosinate-ammonium				4	11		2021
D112-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-112	Z-T0-D112		Duda	compost	Glufosinate-ammonium				4	11		2021
D113-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-113	S-T0-D113		Duda	compost	Flumioxazin				4	11		2021
D113-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-113	Z-T0-D113		Duda	compost	Flumioxazin				4	11		2021
D114-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-114	S-T0-D114		Duda	compost	Glyphosate				4	11		2021
D114-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-114	Z-T0-D114		Duda	compost	Glyphosate				4	11		2021
D121-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-121	S-T0-D121		Duda	control	None				4	12		2021
D121-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-121	Z-T0-D121		Duda	control	None				4	12		2021
D122-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-122	S-T0-D122		Duda	control	Glufosinate-ammonium				4	12		2021
D122-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-122	Z-T0-D122		Duda	control	Glufosinate-ammonium				4	12		2021
D123-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-123	S-T0-D123		Duda	control	Flumioxazin				4	12		2021
D123-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-123	Z-T0-D123		Duda	control	Flumioxazin				4	12		2021
D124-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-124	S-T0-D124		Duda	control	Glyphosate				4	12		2021
D124-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-124	Z-T0-D124		Duda	control	Glyphosate				4	12		2021
D131-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-131	S-T0-D131		Duda	humic	Glyphosate				5	13		2021
D131-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-131	Z-T0-D131		Duda	humic	Glyphosate				5	13		2021
D132-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-132	S-T0-D132		Duda	humic	Flumioxazin				5	13		2021
D132-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-132	Z-T0-D132		Duda	humic	Flumioxazin				5	13		2021
D133-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-133	S-T0-D133		Duda	humic	Glufosinate-ammonium				5	13		2021
D133-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-133	Z-T0-D133		Duda	humic	Glufosinate-ammonium				5	13		2021
D134-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-134	S-T0-D134		Duda	humic	None				5	13		2021
D134-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-134	Z-T0-D134		Duda	humic	None				5	13		2021
D141-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-141	S-T0-D141		Duda	control	Glyphosate				5	14		2021
D141-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-141	Z-T0-D141		Duda	control	Glyphosate				5	14		2021
D142-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-142	S-T0-D142		Duda	control	Flumioxazin				5	14		2021
D142-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-142	Z-T0-D142		Duda	control	Flumioxazin				5	14		2021
D143-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-143	S-T0-D143		Duda	control	Glufosinate-ammonium				5	14		2021
D143-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-143	Z-T0-D143		Duda	control	Glufosinate-ammonium				5	14		2021
D144-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-144	S-T0-D144		Duda	control	None				5	14		2021
D144-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-144	Z-T0-D144		Duda	control	None				5	14		2021
D151-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-151	S-T0-D151		Duda	compost	Glyphosate				5	15		2021
D151-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-151	Z-T0-D151		Duda	compost	Glyphosate				5	15		2021
D152-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-152	S-T0-D152		Duda	compost	Flumioxazin				5	15		2021
D152-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-152	Z-T0-D152		Duda	compost	Flumioxazin				5	15		2021
D153-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-153	S-T0-D153		Duda	compost	Glufosinate-ammonium				5	15		2021
D153-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-153	Z-T0-D153		Duda	compost	Glufosinate-ammonium				5	15		2021
D154-BT0	T0	Bulk_soil	Florida	FL_DUDA		D-154	S-T0-D154		Duda	compost	None				5	15		2021
D154-RT0	T0	Rhizosphere	Florida	FL_DUDA		D-154	Z-T0-D154		Duda	compost	None				5	15		2021
L-T0-D011	T0	Leaves	Florida	FL_DUDA	5/17/21	D-011	L-T0-D011		Duda	compost	None			Tree row	1	1		2021
L-T0-D012	T0	Leaves	Florida	FL_DUDA	5/17/21	D-012	L-T0-D012		Duda	compost	Flumioxazin			Tree row	1	1		2021
L-T0-D013	T0	Leaves	Florida	FL_DUDA	5/17/21	D-013	L-T0-D013		Duda	compost	Glufosinate-ammonium			Tree row	1	1		2021
L-T0-D014	T0	Leaves	Florida	FL_DUDA	5/17/21	D-014	L-T0-D014		Duda	compost	Glyphosate			Tree row	1	1		2021
L-T0-D021	T0	Leaves	Florida	FL_DUDA	5/17/21	D-021	L-T0-D021		Duda	control	None			Tree row	1	2		2021
L-T0-D022	T0	Leaves	Florida	FL_DUDA	5/17/21	D-022	L-T0-D022		Duda	control	Flumioxazin			Tree row	1	2		2021
L-T0-D023	T0	Leaves	Florida	FL_DUDA	5/17/21	D-023	L-T0-D023		Duda	control	Glufosinate-ammonium			Tree row	1	2		2021
L-T0-D024	T0	Leaves	Florida	FL_DUDA	5/17/21	D-024	L-T0-D024		Duda	control	Glyphosate			Tree row	1	2		2021
L-T0-D031	T0	Leaves	Florida	FL_DUDA	5/17/21	D-031	L-T0-D031		Duda	humic	None			Tree row	1	3		2021
L-T0-D032	T0	Leaves	Florida	FL_DUDA	5/17/21	D-032	L-T0-D032		Duda	humic	Flumioxazin			Tree row	1	3		2021
L-T0-D033	T0	Leaves	Florida	FL_DUDA	5/17/21	D-033	L-T0-D033		Duda	humic	Glufosinate-ammonium			Tree row	1	3		2021
L-T0-D034	T0	Leaves	Florida	FL_DUDA	5/17/21	D-034	L-T0-D034		Duda	humic	Glyphosate			Tree row	1	3		2021
L-T0-D041	T0	Leaves	Florida	FL_DUDA	5/17/21	D-041	L-T0-D041		Duda	control	Flumioxazin			Tree row	2	4		2021
L-T0-D042	T0	Leaves	Florida	FL_DUDA	5/17/21	D-042	L-T0-D042		Duda	control	Glyphosate			Tree row	2	4		2021
L-T0-D043	T0	Leaves	Florida	FL_DUDA	5/17/21	D-043	L-T0-D043		Duda	control	None			Tree row	2	4		2021
L-T0-D044	T0	Leaves	Florida	FL_DUDA	5/17/21	D-044	L-T0-D044		Duda	control	Glufosinate-ammonium			Tree row	2	4		2021
L-T0-D051	T0	Leaves	Florida	FL_DUDA	5/17/21	D-051	L-T0-D051		Duda	compost	Flumioxazin			Tree row	2	5		2021
L-T0-D052	T0	Leaves	Florida	FL_DUDA	5/17/21	D-052	L-T0-D052		Duda	compost	Glyphosate			Tree row	2	5		2021
L-T0-D053	T0	Leaves	Florida	FL_DUDA	5/17/21	D-053	L-T0-D053		Duda	compost	None			Tree row	2	5		2021
L-T0-D054	T0	Leaves	Florida	FL_DUDA	5/17/21	D-054	L-T0-D054		Duda	compost	Glufosinate-ammonium			Tree row	2	5		2021
L-T0-D061	T0	Leaves	Florida	FL_DUDA	5/17/21	D-061	L-T0-D061		Duda	humic	Flumioxazin			Tree row	2	6		2021
L-T0-D062	T0	Leaves	Florida	FL_DUDA	5/17/21	D-062	L-T0-D062		Duda	humic	Glyphosate			Tree row	2	6		2021
L-T0-D063	T0	Leaves	Florida	FL_DUDA	5/17/21	D-063	L-T0-D063		Duda	humic	None			Tree row	2	6		2021
L-T0-D064	T0	Leaves	Florida	FL_DUDA	5/17/21	D-064	L-T0-D064		Duda	humic	Glufosinate-ammonium			Tree row	2	6		2021
L-T0-D071	T0	Leaves	Florida	FL_DUDA	5/17/21	D-071	L-T0-D071		Duda	compost	Glufosinate-ammonium			Tree row	3	7		2021
L-T0-D072	T0	Leaves	Florida	FL_DUDA	5/17/21	D-072	L-T0-D072		Duda	compost	None			Tree row	3	7		2021
L-T0-D073	T0	Leaves	Florida	FL_DUDA	5/17/21	D-073	L-T0-D073		Duda	compost	Glyphosate			Tree row	3	7		2021
L-T0-D074	T0	Leaves	Florida	FL_DUDA	5/17/21	D-074	L-T0-D074		Duda	compost	Flumioxazin			Tree row	3	7		2021
L-T0-D081	T0	Leaves	Florida	FL_DUDA	5/17/21	D-081	L-T0-D081		Duda	humic	Glufosinate-ammonium			Tree row	3	8		2021
L-T0-D082	T0	Leaves	Florida	FL_DUDA	5/17/21	D-082	L-T0-D082		Duda	humic	None			Tree row	3	8		2021
L-T0-D083	T0	Leaves	Florida	FL_DUDA	5/17/21	D-083	L-T0-D083		Duda	humic	Glyphosate			Tree row	3	8		2021
L-T0-D084	T0	Leaves	Florida	FL_DUDA	5/17/21	D-084	L-T0-D084		Duda	humic	Flumioxazin			Tree row	3	8		2021
L-T0-D091	T0	Leaves	Florida	FL_DUDA	5/17/21	D-091	L-T0-D091		Duda	control	Glufosinate-ammonium			Tree row	3	9		2021
L-T0-D092	T0	Leaves	Florida	FL_DUDA	5/17/21	D-092	L-T0-D092		Duda	control	None			Tree row	3	9		2021
L-T0-D093	T0	Leaves	Florida	FL_DUDA	5/17/21	D-093	L-T0-D093		Duda	control	Glyphosate			Tree row	3	9		2021
L-T0-D094	T0	Leaves	Florida	FL_DUDA	5/17/21	D-094	L-T0-D094		Duda	control	Flumioxazin			Tree row	3	9		2021
L-T0-D101	T0	Leaves	Florida	FL_DUDA	5/17/21	D-101	L-T0-D101		Duda	humic	None			Tree row	4	10		2021
L-T0-D102	T0	Leaves	Florida	FL_DUDA	5/17/21	D-102	L-T0-D102		Duda	humic	Glufosinate-ammonium			Tree row	4	10		2021
L-T0-D103	T0	Leaves	Florida	FL_DUDA	5/17/21	D-103	L-T0-D103		Duda	humic	Flumioxazin			Tree row	4	10		2021
L-T0-D104	T0	Leaves	Florida	FL_DUDA	5/17/21	D-104	L-T0-D104		Duda	humic	Glyphosate			Tree row	4	10		2021
L-T0-D111	T0	Leaves	Florida	FL_DUDA	5/17/21	D-111	L-T0-D111		Duda	compost	None			Tree row	4	11		2021
L-T0-D112	T0	Leaves	Florida	FL_DUDA	5/17/21	D-112	L-T0-D112		Duda	compost	Glufosinate-ammonium			Tree row	4	11		2021
L-T0-D113	T0	Leaves	Florida	FL_DUDA	5/17/21	D-113	L-T0-D113		Duda	compost	Flumioxazin			Tree row	4	11		2021
L-T0-D114	T0	Leaves	Florida	FL_DUDA	5/17/21	D-114	L-T0-D114		Duda	compost	Glyphosate			Tree row	4	11		2021
L-T0-D121	T0	Leaves	Florida	FL_DUDA	5/17/21	D-121	L-T0-D121		Duda	control	None			Tree row	4	12		2021
L-T0-D122	T0	Leaves	Florida	FL_DUDA	5/17/21	D-122	L-T0-D122		Duda	control	Glufosinate-ammonium			Tree row	4	12		2021
L-T0-D123	T0	Leaves	Florida	FL_DUDA	5/17/21	D-123	L-T0-D123		Duda	control	Flumioxazin			Tree row	4	12		2021
L-T0-D124	T0	Leaves	Florida	FL_DUDA	5/17/21	D-124	L-T0-D124		Duda	control	Glyphosate			Tree row	4	12		2021
L-T0-D131	T0	Leaves	Florida	FL_DUDA	5/17/21	D-131	L-T0-D131		Duda	humic	Glyphosate			Tree row	5	13		2021
L-T0-D132	T0	Leaves	Florida	FL_DUDA	5/17/21	D-132	L-T0-D132		Duda	humic	Flumioxazin			Tree row	5	13		2021
L-T0-D133	T0	Leaves	Florida	FL_DUDA	5/17/21	D-133	L-T0-D133		Duda	humic	Glufosinate-ammonium			Tree row	5	13		2021
L-T0-D134	T0	Leaves	Florida	FL_DUDA	5/17/21	D-134	L-T0-D134		Duda	humic	None			Tree row	5	13		2021
L-T0-D141	T0	Leaves	Florida	FL_DUDA	5/17/21	D-141	L-T0-D141		Duda	control	Glyphosate			Tree row	5	14		2021
L-T0-D142	T0	Leaves	Florida	FL_DUDA	5/17/21	D-142	L-T0-D142		Duda	control	Flumioxazin			Tree row	5	14		2021
L-T0-D143	T0	Leaves	Florida	FL_DUDA	5/17/21	D-143	L-T0-D143		Duda	control	Glufosinate-ammonium			Tree row	5	14		2021
L-T0-D144	T0	Leaves	Florida	FL_DUDA	5/17/21	D-144	L-T0-D144		Duda	control	None			Tree row	5	14		2021
L-T0-D151	T0	Leaves	Florida	FL_DUDA	5/17/21	D-151	L-T0-D151		Duda	compost	Glyphosate			Tree row	5	15		2021
L-T0-D152	T0	Leaves	Florida	FL_DUDA	5/17/21	D-152	L-T0-D152		Duda	compost	Flumioxazin			Tree row	5	15		2021
L-T0-D153	T0	Leaves	Florida	FL_DUDA	5/17/21	D-153	L-T0-D153		Duda	compost	Glufosinate-ammonium			Tree row	5	15		2021
L-T0-D154	T0	Leaves	Florida	FL_DUDA	5/17/21	D-154	L-T0-D154		Duda	compost	None			Tree row	5	15		2021
L-T0-LB011	T0	Leaves	Florida	FL_Larry_Black	5/20/21	LB-011	L-T0-LB011		Larry Black	Cover_crop	Glyphosate			Tree row			2_1	2021
LB011-BT0	T0	Bulk_soil	Florida	FL_Larry_Black		LB-011	S-T0-LB011		Larry Black	Cover_crop	Glyphosate						2_1	2021
LB011-RT0	T0	Rhizosphere	Florida	FL_Larry_Black		LB-011	Z-T0-LB011		Larry Black	Cover_crop	Glyphosate						2_1	2021
R-T0-LB011	T0	Roots	Florida	FL_Larry_Black	5/20/21	LB-011	R-T0-LB011		Larry Black	Cover_crop	Glyphosate			Tree row			2_1	2021
L-T1-LB011	T1	Leaves	Florida	FL_Larry_Black	7/25/22	LB-011	L-T1-LB011		Larry Black	Cover_crop	Glyphosate			Tree row			2_1	2022
LB011-BT1	T1	Bulk_soil	Florida	FL_Larry_Black		LB-011	S-T1-LB011		Larry Black	Cover_crop	Glyphosate						2_1	2022
